*** PreOrder Traversal: 
(color: 5, upperR: 0, upperC: 0, NWkid's color: 5, NEkid's color: 5, SWkid's color: 0, SEkid's color: 0)-->
(color: 0, upperR: 15, upperC: 0, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 15, upperC: 1, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 14, upperC: 0, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 14, upperC: 2, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 14, upperC: 3, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 15, upperC: 2, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 15, upperC: 3, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 14, upperC: 2, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 5, upperR: 12, upperC: 0, NWkid's color: 5, NEkid's color: 5, SWkid's color: 5, SEkid's color: 5)-->
(color: 0, upperR: 12, upperC: 4, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 12, upperC: 5, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 13, upperC: 4, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 13, upperC: 5, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 12, upperC: 4, NWkid's color: 0, NEkid's color: 0, SWkid's color: 1, SEkid's color: 1)-->
(color: 0, upperR: 12, upperC: 6, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 12, upperC: 7, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 13, upperC: 6, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 13, upperC: 7, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 12, upperC: 6, NWkid's color: 0, NEkid's color: 0, SWkid's color: 1, SEkid's color: 1)-->
(color: 1, upperR: 14, upperC: 4, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 14, upperC: 5, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 15, upperC: 4, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 15, upperC: 5, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 14, upperC: 4, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 14, upperC: 6, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 14, upperC: 7, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 15, upperC: 6, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 15, upperC: 7, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 14, upperC: 6, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 5, upperR: 12, upperC: 4, NWkid's color: 5, NEkid's color: 5, SWkid's color: 5, SEkid's color: 5)-->
(color: 5, upperR: 8, upperC: 0, NWkid's color: 5, NEkid's color: 5, SWkid's color: 5, SEkid's color: 5)-->
(color: 0, upperR: 8, upperC: 8, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 8, upperC: 10, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 10, upperC: 8, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 10, upperC: 9, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 11, upperC: 8, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 11, upperC: 9, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 10, upperC: 8, NWkid's color: 0, NEkid's color: 0, SWkid's color: 1, SEkid's color: 1)-->
(color: 0, upperR: 10, upperC: 10, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 10, upperC: 11, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 11, upperC: 10, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 11, upperC: 11, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 10, upperC: 10, NWkid's color: 0, NEkid's color: 0, SWkid's color: 1, SEkid's color: 1)-->
(color: 5, upperR: 8, upperC: 8, NWkid's color: 0, NEkid's color: 0, SWkid's color: 5, SEkid's color: 5)-->
(color: 0, upperR: 8, upperC: 12, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 8, upperC: 14, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 10, upperC: 12, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 10, upperC: 13, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 11, upperC: 12, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 11, upperC: 13, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 10, upperC: 12, NWkid's color: 0, NEkid's color: 0, SWkid's color: 1, SEkid's color: 1)-->
(color: 0, upperR: 10, upperC: 14, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 10, upperC: 15, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 11, upperC: 14, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 11, upperC: 15, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 10, upperC: 14, NWkid's color: 0, NEkid's color: 0, SWkid's color: 1, SEkid's color: 1)-->
(color: 5, upperR: 8, upperC: 12, NWkid's color: 0, NEkid's color: 0, SWkid's color: 5, SEkid's color: 5)-->
(color: 1, upperR: 12, upperC: 8, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 12, upperC: 9, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 13, upperC: 8, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 13, upperC: 9, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 12, upperC: 8, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 12, upperC: 10, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 12, upperC: 11, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 13, upperC: 10, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 13, upperC: 11, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 12, upperC: 10, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 0, upperR: 14, upperC: 8, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 14, upperC: 10, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 12, upperC: 8, NWkid's color: 5, NEkid's color: 5, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 12, upperC: 12, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 12, upperC: 13, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 13, upperC: 12, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 13, upperC: 13, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 12, upperC: 12, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 12, upperC: 14, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 12, upperC: 15, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 13, upperC: 14, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 13, upperC: 15, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 12, upperC: 14, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 0, upperR: 14, upperC: 12, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 14, upperC: 14, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 12, upperC: 12, NWkid's color: 5, NEkid's color: 5, SWkid's color: 0, SEkid's color: 0)-->
(color: 5, upperR: 8, upperC: 8, NWkid's color: 5, NEkid's color: 5, SWkid's color: 5, SEkid's color: 5)-->
(color: 5, upperR: 0, upperC: 0, NWkid's color: 0, NEkid's color: 0, SWkid's color: 5, SEkid's color: 5)-->
(color: 0, upperR: 0, upperC: 16, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 0, upperC: 24, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 8, upperC: 16, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 8, upperC: 18, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 10, upperC: 16, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 10, upperC: 17, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 16, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 17, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 10, upperC: 16, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 10, upperC: 18, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 10, upperC: 19, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 18, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 19, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 10, upperC: 18, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 5, upperR: 8, upperC: 16, NWkid's color: 0, NEkid's color: 0, SWkid's color: 5, SEkid's color: 5)-->
(color: 0, upperR: 8, upperC: 20, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 8, upperC: 22, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 10, upperC: 20, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 10, upperC: 21, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 20, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 21, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 10, upperC: 20, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 10, upperC: 22, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 10, upperC: 23, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 22, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 23, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 10, upperC: 22, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 5, upperR: 8, upperC: 20, NWkid's color: 0, NEkid's color: 0, SWkid's color: 5, SEkid's color: 5)-->
(color: 1, upperR: 12, upperC: 16, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 12, upperC: 17, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 13, upperC: 16, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 13, upperC: 17, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 12, upperC: 16, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 12, upperC: 18, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 12, upperC: 19, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 13, upperC: 18, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 13, upperC: 19, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 12, upperC: 18, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 14, upperC: 16, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 14, upperC: 18, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 12, upperC: 16, NWkid's color: 5, NEkid's color: 5, SWkid's color: 1, SEkid's color: 1)-->
(color: 1, upperR: 12, upperC: 20, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 12, upperC: 21, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 13, upperC: 20, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 13, upperC: 21, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 12, upperC: 20, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 12, upperC: 22, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 12, upperC: 23, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 13, upperC: 22, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 13, upperC: 23, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 12, upperC: 22, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 14, upperC: 20, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 14, upperC: 22, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 12, upperC: 20, NWkid's color: 5, NEkid's color: 5, SWkid's color: 1, SEkid's color: 1)-->
(color: 5, upperR: 8, upperC: 16, NWkid's color: 5, NEkid's color: 5, SWkid's color: 5, SEkid's color: 5)-->
(color: 0, upperR: 8, upperC: 24, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 8, upperC: 26, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 10, upperC: 24, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 10, upperC: 25, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 24, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 25, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 10, upperC: 24, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 10, upperC: 26, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 10, upperC: 27, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 26, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 27, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 10, upperC: 26, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 5, upperR: 8, upperC: 24, NWkid's color: 0, NEkid's color: 0, SWkid's color: 5, SEkid's color: 5)-->
(color: 0, upperR: 8, upperC: 28, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 8, upperC: 30, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 10, upperC: 28, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 10, upperC: 29, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 28, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 29, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 10, upperC: 28, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 10, upperC: 30, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 10, upperC: 31, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 30, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 31, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 10, upperC: 30, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 5, upperR: 8, upperC: 28, NWkid's color: 0, NEkid's color: 0, SWkid's color: 5, SEkid's color: 5)-->
(color: 1, upperR: 12, upperC: 24, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 12, upperC: 26, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 14, upperC: 24, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 14, upperC: 26, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 12, upperC: 24, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 12, upperC: 28, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 12, upperC: 30, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 14, upperC: 28, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 14, upperC: 30, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 12, upperC: 28, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 5, upperR: 8, upperC: 24, NWkid's color: 5, NEkid's color: 5, SWkid's color: 5, SEkid's color: 5)-->
(color: 5, upperR: 0, upperC: 16, NWkid's color: 0, NEkid's color: 0, SWkid's color: 5, SEkid's color: 5)-->
(color: 0, upperR: 16, upperC: 0, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 16, upperC: 2, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 18, upperC: 0, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 18, upperC: 2, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 0, NWkid's color: 0, NEkid's color: 0, SWkid's color: 1, SEkid's color: 1)-->
(color: 0, upperR: 16, upperC: 4, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 16, upperC: 6, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 18, upperC: 4, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 18, upperC: 6, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 4, NWkid's color: 0, NEkid's color: 0, SWkid's color: 1, SEkid's color: 1)-->
(color: 0, upperR: 20, upperC: 0, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 20, upperC: 4, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 0, NWkid's color: 5, NEkid's color: 5, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 16, upperC: 8, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 16, upperC: 10, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 18, upperC: 8, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 18, upperC: 10, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 8, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 16, upperC: 12, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 16, upperC: 14, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 18, upperC: 12, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 18, upperC: 14, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 12, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 0, upperR: 20, upperC: 8, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 20, upperC: 12, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 8, NWkid's color: 5, NEkid's color: 5, SWkid's color: 0, SEkid's color: 0)-->
(color: 0, upperR: 24, upperC: 0, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 24, upperC: 8, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 0, NWkid's color: 5, NEkid's color: 5, SWkid's color: 0, SEkid's color: 0)-->
(color: 0, upperR: 16, upperC: 16, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 16, upperC: 18, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 18, upperC: 16, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 18, upperC: 17, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 19, upperC: 16, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 19, upperC: 17, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 18, upperC: 16, NWkid's color: 0, NEkid's color: 0, SWkid's color: 1, SEkid's color: 1)-->
(color: 0, upperR: 18, upperC: 18, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 18, upperC: 19, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 19, upperC: 18, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 19, upperC: 19, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 18, upperC: 18, NWkid's color: 0, NEkid's color: 0, SWkid's color: 1, SEkid's color: 1)-->
(color: 5, upperR: 16, upperC: 16, NWkid's color: 0, NEkid's color: 0, SWkid's color: 5, SEkid's color: 5)-->
(color: 0, upperR: 16, upperC: 20, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
